online_order,book_table,rating,votes,location,cost_for_two,type,city,restaurant_type,cuisines,number_of_cuisines_offered
No,No,3.9,32,Other,400,Delivery,Malleshwaram,Cafe,Continental,3
Yes,No,3.8,28,Other,650,Delivery,Malleshwaram,Delivery,Other,2
Yes,No,2.9,33,Other,700,Delivery,Malleshwaram,Delivery,Biryani,3
Yes,No,3.8,59,Other,300,Delivery,Malleshwaram,Quick Bites,Andhra,2
Yes,No,3.8,39,Other,600,Delivery,Malleshwaram,Quick Bites,Other,2
Yes,Yes,4.5,1150,Other,1700,Delivery,Malleshwaram,Casual Dining,Chinese,1
No,No,3.3,6,Other,300,Delivery,Malleshwaram,Quick Bites,Chinese,1
Yes,No,3.8,323,Other,650,Delivery,Malleshwaram,Casual Dining,North Indian,3
No,Yes,4.0,1070,Other,950,Delivery,Malleshwaram,Casual Dining,North Indian,2
Yes,No,3.4,77,Other,400,Delivery,Malleshwaram,Takeaway,North Indian,3
Yes,No,3.8,101,Other,350,Delivery,Malleshwaram,Quick Bites,Biryani,1
Yes,No,3.3,4,Other,400,Delivery,Malleshwaram,Quick Bites,South Indian,2
Yes,No,3.2,7,Other,400,Delivery,Malleshwaram,Quick Bites,Biryani,2
Yes,No,3.2,7,Other,400,Delivery,Malleshwaram,Quick Bites,Biryani,2
Yes,No,3.6,24,Other,600,Delivery,Malleshwaram,Casual Dining,South Indian,2
Yes,No,2.9,56,Other,150,Delivery,Malleshwaram,Quick Bites,Fast Food,2
Yes,No,3.7,26,Other,200,Delivery,Malleshwaram,Quick Bites,North Indian,5
Yes,No,3.0,99,Other,500,Delivery,Malleshwaram,Casual Dining,North Indian,3
No,No,3.5,8,Other,150,Delivery,Malleshwaram,Bakery,Desserts,1
Yes,No,3.4,36,Other,600,Delivery,Malleshwaram,Casual Dining,North Indian,3
Yes,No,3.2,25,Other,350,Delivery,Malleshwaram,Quick Bites,Other,2
No,No,3.3,5,Other,300,Delivery,Malleshwaram,Other,Other,2
No,Yes,4.3,1143,Other,1100,Delivery,Malleshwaram,Casual Dining,North Indian,2
Yes,No,3.4,589,Other,600,Delivery,Malleshwaram,Casual Dining,Andhra,4
No,No,3.7,175,Other,600,Delivery,Malleshwaram,Casual Dining,Chinese,2
Yes,No,3.7,10,Other,400,Delivery,Malleshwaram,Quick Bites,Other,1
Yes,No,4.0,537,Other,650,Delivery,Malleshwaram,Casual Dining,Chinese,4
Yes,No,3.5,100,Other,400,Delivery,Malleshwaram,Quick Bites,South Indian,4
Yes,No,3.4,19,Other,700,Delivery,Malleshwaram,Casual Dining,North Indian,2
Yes,No,4.1,327,Other,150,Delivery,Malleshwaram,Other,South Indian,1
Yes,No,3.9,81,Other,600,Delivery,Malleshwaram,Casual Dining,South Indian,4
Yes,No,4.2,100,Other,1000,Delivery,Malleshwaram,Casual Dining,North Indian,3
Yes,No,3.7,349,Other,600,Delivery,Malleshwaram,Casual Dining,North Indian,5
Yes,No,3.9,33,Other,300,Delivery,Malleshwaram,Quick Bites,South Indian,1
Yes,No,4.2,253,Other,450,Delivery,Malleshwaram,Quick Bites,South Indian,3
No,No,3.4,4,Other,150,Delivery,Malleshwaram,Other,Other,1
Yes,No,3.7,67,Other,500,Delivery,Malleshwaram,Casual Dining,North Indian,2
Yes,No,3.4,22,Other,300,Delivery,Malleshwaram,Quick Bites,North Indian,2
Yes,No,3.9,63,Other,350,Delivery,Malleshwaram,Quick Bites,North Indian,1
No,No,3.5,46,Other,500,Delivery,Malleshwaram,Casual Dining,Biryani,5
Yes,Yes,4.2,476,Other,1700,Delivery,Malleshwaram,Casual Dining,North Indian,3
Yes,No,4.2,136,Other,1500,Delivery,Malleshwaram,Casual Dining,Other,3
No,No,2.9,86,Other,450,Delivery,Malleshwaram,Casual Dining,Chinese,2
Yes,No,4.1,444,Other,600,Delivery,Malleshwaram,Casual Dining,Chinese,4
Yes,No,3.9,61,Other,100,Delivery,Malleshwaram,Other,Other,2
Yes,No,4.1,398,Other,600,Delivery,Malleshwaram,Casual Dining,Chinese,5
No,No,3.8,16,Other,400,Delivery,Malleshwaram,Food Court,Fast Food,2
Yes,No,4.0,25,Other,200,Delivery,Malleshwaram,Dessert Parlor,Ice Cream,2
Yes,No,3.3,44,Other,650,Delivery,Malleshwaram,Casual Dining,Chinese,3
Yes,No,3.7,34,Other,700,Delivery,Malleshwaram,Casual Dining,North Indian,2
No,No,3.1,49,Other,800,Delivery,Malleshwaram,Food Court,South Indian,3
Yes,No,3.8,46,Other,700,Delivery,Malleshwaram,Casual Dining,North Indian,3
No,No,3.1,10,Other,400,Delivery,Malleshwaram,Quick Bites,South Indian,2
Yes,Yes,3.8,280,Other,1200,Delivery,Malleshwaram,Casual Dining,Other,2
No,No,3.4,17,Other,400,Delivery,Malleshwaram,Dessert Parlor,Desserts,1
No,No,2.6,30,Other,500,Delivery,Malleshwaram,Quick Bites,Other,3
No,No,3.3,4,Other,1500,Delivery,Malleshwaram,Casual Dining,Continental,2
Yes,No,3.7,50,Other,750,Delivery,Malleshwaram,Casual Dining,South Indian,4
No,No,3.3,6,Other,700,Delivery,Malleshwaram,Casual Dining,North Indian,5
No,No,3.3,13,Other,200,Delivery,Malleshwaram,Other,South Indian,1
No,No,3.5,14,Other,300,Delivery,Malleshwaram,Quick Bites,South Indian,2
Yes,No,3.8,571,Other,800,Delivery,Malleshwaram,Casual Dining,Chinese,2
Yes,Yes,3.9,675,Other,900,Delivery,Malleshwaram,Casual Dining,North Indian,2
Yes,No,3.7,101,Other,500,Delivery,Malleshwaram,Casual Dining,Chinese,4
Yes,No,3.1,94,Other,500,Delivery,Malleshwaram,Casual Dining,North Indian,4
Yes,Yes,4.0,457,Other,1000,Delivery,Malleshwaram,Casual Dining,Chinese,2
Yes,No,3.8,27,Other,500,Delivery,Malleshwaram,Casual Dining,South Indian,1
Yes,No,3.8,149,Other,700,Delivery,Malleshwaram,Casual Dining,Chinese,1
Yes,Yes,4.1,532,Other,1000,Delivery,Malleshwaram,Casual Dining,Other,2
Yes,No,3.3,34,Other,500,Delivery,Malleshwaram,Food Court,Andhra,3
Yes,No,3.3,8,Other,350,Delivery,Malleshwaram,Quick Bites,South Indian,1
No,No,3.3,20,Other,400,Delivery,Malleshwaram,Quick Bites,North Indian,3
Yes,Yes,4.0,380,Other,850,Delivery,Malleshwaram,Casual Dining,North Indian,3
Yes,No,3.3,5,Other,200,Delivery,Malleshwaram,Quick Bites,South Indian,1
Yes,No,3.3,23,Other,600,Delivery,Malleshwaram,Food Court,Other,3
Yes,No,3.6,70,Other,800,Delivery,Malleshwaram,Casual Dining,North Indian,4
Yes,Yes,4.0,672,Other,900,Delivery,Malleshwaram,Casual Dining,North Indian,1
Yes,No,3.6,23,Other,350,Delivery,Malleshwaram,Quick Bites,Biryani,1
Yes,No,3.5,24,Other,300,Delivery,Malleshwaram,Takeaway,Fast Food,2
Yes,No,3.4,16,Other,400,Delivery,Malleshwaram,Bakery,Bakery,1
Yes,No,3.8,177,Other,300,Delivery,Malleshwaram,Quick Bites,Biryani,1
No,No,3.9,39,Other,400,Delivery,Malleshwaram,Quick Bites,Other,4
Yes,Yes,4.1,426,Other,1100,Delivery,Malleshwaram,Casual Dining,Other,3
Yes,No,3.9,36,Other,1200,Delivery,Malleshwaram,Casual Dining,Other,3
Yes,No,3.7,212,Other,900,Delivery,Malleshwaram,Casual Dining,North Indian,2
Yes,No,3.6,41,Other,1400,Delivery,Malleshwaram,Casual Dining,North Indian,5
Yes,No,3.5,25,Other,450,Delivery,Malleshwaram,Casual Dining,North Indian,2
No,Yes,4.3,592,Other,1200,Delivery,Malleshwaram,Casual Dining,North Indian,1
No,Yes,4.2,174,Other,1200,Delivery,Malleshwaram,Casual Dining,Other,1
No,Yes,4.3,854,Other,800,Delivery,Malleshwaram,Casual Dining,Other,4
No,Yes,4.3,354,Other,1400,Delivery,Malleshwaram,Casual Dining,Other,3
No,No,3.3,6,Other,400,Delivery,Malleshwaram,Quick Bites,Other,3
Yes,No,3.5,10,Other,300,Delivery,Malleshwaram,Quick Bites,South Indian,2
No,No,4.0,471,Other,600,Delivery,Malleshwaram,Casual Dining,North Indian,1
Yes,Yes,4.6,514,Other,1000,Delivery,Malleshwaram,Casual Dining,Other,6
No,No,3.0,28,Other,450,Delivery,Malleshwaram,Quick Bites,Other,4
No,No,3.5,38,Other,500,Delivery,Malleshwaram,Takeaway,Other,1
Yes,Yes,3.7,56,Other,900,Delivery,Malleshwaram,Casual Dining,Other,5
No,No,2.5,60,Other,750,Delivery,Malleshwaram,Casual Dining,Andhra,4
No,No,3.5,36,Other,300,Delivery,Malleshwaram,Quick Bites,South Indian,1
No,No,3.5,15,Other,700,Delivery,Malleshwaram,Casual Dining,Andhra,5
No,No,3.8,53,Other,750,Delivery,Malleshwaram,Casual Dining,North Indian,2
No,No,4.1,184,Other,800,Delivery,Malleshwaram,Casual Dining,Continental,4
Yes,No,3.3,5,Other,200,Delivery,Malleshwaram,Quick Bites,Biryani,2
Yes,Yes,4.1,289,Other,800,Delivery,Malleshwaram,Casual Dining,North Indian,3
Yes,No,3.7,46,Other,1000,Delivery,Malleshwaram,Casual Dining,South Indian,1
No,No,3.3,5,Other,250,Delivery,Malleshwaram,Quick Bites,Fast Food,2
Yes,No,4.1,196,Other,300,Delivery,Malleshwaram,Quick Bites,Other,1
No,No,2.7,268,Other,500,Delivery,Malleshwaram,Food Court,Other,1
Yes,No,3.7,168,Other,700,Delivery,Malleshwaram,Cafe,Cafe,4
No,No,3.0,44,Other,300,Delivery,Malleshwaram,Quick Bites,North Indian,4
No,No,3.1,13,Other,400,Delivery,Malleshwaram,Quick Bites,North Indian,2
Yes,No,3.5,19,Other,500,Delivery,Malleshwaram,Casual Dining,Other,3
Yes,No,3.3,6,Other,300,Delivery,Malleshwaram,Quick Bites,Fast Food,2
Yes,No,3.2,5,Other,300,Delivery,Malleshwaram,Quick Bites,South Indian,1
No,No,3.7,33,Other,350,Delivery,Malleshwaram,Takeaway,Other,4
Yes,No,3.9,86,Other,1500,Delivery,Malleshwaram,Bar,Continental,3
No,No,3.6,24,Other,300,Delivery,Malleshwaram,Quick Bites,South Indian,3
Yes,No,4.2,1731,Other,1400,Delivery,Malleshwaram,Pub,Chinese,3
Yes,No,3.4,9,Other,600,Delivery,Malleshwaram,Casual Dining,South Indian,3
Yes,No,3.8,78,Other,250,Delivery,Malleshwaram,Takeaway,Fast Food,2
No,No,3.9,83,Other,650,Delivery,Malleshwaram,Casual Dining,Biryani,4
Yes,No,3.7,17,Other,200,Delivery,Malleshwaram,Quick Bites,Fast Food,2
No,No,3.7,18,Other,750,Delivery,Malleshwaram,Casual Dining,North Indian,1
No,No,3.6,41,Other,200,Delivery,Malleshwaram,Quick Bites,Street Food,1
No,No,3.7,33,Other,650,Delivery,Malleshwaram,Casual Dining,North Indian,3
No,No,3.4,8,Other,250,Delivery,Malleshwaram,Delivery,Desserts,1
No,No,2.7,39,Other,550,Delivery,Malleshwaram,Casual Dining,South Indian,4
No,No,3.3,6,Other,700,Delivery,Malleshwaram,Casual Dining,North Indian,2
No,No,3.3,4,Other,400,Delivery,Malleshwaram,Quick Bites,South Indian,1
No,No,3.3,5,Other,300,Delivery,Malleshwaram,Quick Bites,South Indian,2
No,No,3.6,12,Other,500,Delivery,Malleshwaram,Bakery,Bakery,2
Yes,No,3.3,10,Other,250,Delivery,Malleshwaram,Dessert Parlor,Desserts,2
Yes,No,3.8,30,Other,400,Delivery,Malleshwaram,Cafe,Cafe,1
No,No,3.5,11,Other,300,Delivery,Malleshwaram,Quick Bites,Chinese,2
Yes,No,3.6,19,Other,300,Delivery,Malleshwaram,Dessert Parlor,Desserts,2
Yes,No,3.1,9,Other,400,Delivery,Malleshwaram,Takeaway,Fast Food,2
Yes,No,3.3,8,Other,200,Delivery,Malleshwaram,Food Court,Beverages,1
No,No,3.7,28,Other,1000,Delivery,Malleshwaram,Casual Dining,North Indian,3
Yes,Yes,3.8,91,Other,1800,Delivery,Malleshwaram,Casual Dining,North Indian,4
No,No,3.2,13,Other,200,Delivery,Malleshwaram,Quick Bites,South Indian,2
Yes,No,3.2,8,Other,300,Delivery,Malleshwaram,Quick Bites,Fast Food,3
No,No,3.4,61,Other,150,Delivery,Malleshwaram,Quick Bites,Fast Food,1
No,No,3.2,4,Other,150,Delivery,Malleshwaram,Quick Bites,Biryani,1
No,No,3.4,8,Other,400,Delivery,Malleshwaram,Quick Bites,South Indian,3
Yes,No,3.3,9,Other,200,Delivery,Malleshwaram,Takeaway,Fast Food,4
Yes,No,4.1,289,Other,600,Delivery,Malleshwaram,Takeaway,Other,1
No,No,4.2,217,Other,400,Desserts,Malleshwaram,Bakery,Bakery,2
Yes,No,3.8,87,Other,400,Desserts,Malleshwaram,Bakery,Bakery,2
No,No,3.9,107,Other,250,Desserts,Malleshwaram,Dessert Parlor,Desserts,2
Yes,No,4.2,287,Other,700,Desserts,Malleshwaram,Cafe,Desserts,3
No,No,4.3,188,Other,200,Desserts,Malleshwaram,Dessert Parlor,Ice Cream,2
No,No,3.9,132,Other,250,Desserts,Malleshwaram,Bakery,Bakery,2
Yes,No,4.0,27,Other,500,Desserts,Malleshwaram,Bakery,Bakery,2
Yes,No,4.3,124,Other,250,Desserts,Malleshwaram,Other,Other,2
Yes,No,4.1,196,Other,300,Desserts,Malleshwaram,Dessert Parlor,Desserts,2
Yes,No,3.9,89,Other,500,Desserts,Malleshwaram,Dessert Parlor,Ice Cream,3
Yes,No,3.9,63,Other,400,Desserts,Malleshwaram,Other,Other,2
Yes,No,3.9,359,Other,300,Desserts,Malleshwaram,Food Court,Desserts,1
Yes,No,3.7,71,Other,150,Desserts,Malleshwaram,Dessert Parlor,Beverages,3
No,No,3.8,28,Other,300,Desserts,Malleshwaram,Other,Other,2
Yes,No,3.7,104,Other,400,Desserts,Malleshwaram,Beverage Shop,Desserts,3
No,No,3.5,8,Other,150,Desserts,Malleshwaram,Bakery,Desserts,1
No,No,3.3,5,Other,300,Desserts,Malleshwaram,Other,Other,2
Yes,No,3.0,36,Other,200,Desserts,Malleshwaram,Other,Other,2
No,No,3.7,12,Other,100,Desserts,Malleshwaram,Dessert Parlor,Desserts,1
No,No,3.8,43,Other,150,Desserts,Malleshwaram,Food Court,Desserts,2
No,No,3.4,4,Other,150,Desserts,Malleshwaram,Other,Other,1
No,No,3.5,7,Other,1000,Desserts,Malleshwaram,Cafe,Cafe,1
Yes,No,3.3,24,Other,250,Desserts,Malleshwaram,Dessert Parlor,Ice Cream,2
Yes,No,3.7,27,Other,250,Desserts,Malleshwaram,Other,Other,1
Yes,No,4.1,142,Other,400,Desserts,Malleshwaram,Dessert Parlor,Ice Cream,2
Yes,No,3.6,17,Other,400,Desserts,Malleshwaram,Dessert Parlor,Desserts,1
Yes,No,3.7,31,Other,150,Desserts,Malleshwaram,Dessert Parlor,Bakery,1
Yes,No,4.0,165,Other,400,Desserts,Malleshwaram,Dessert Parlor,Desserts,4
No,No,3.8,16,Other,400,Desserts,Malleshwaram,Food Court,Fast Food,2
No,No,4.1,81,Other,100,Desserts,Malleshwaram,Dessert Parlor,Ice Cream,1
Yes,No,3.3,4,Other,250,Desserts,Malleshwaram,Dessert Parlor,Ice Cream,2
Yes,No,4.0,25,Other,200,Desserts,Malleshwaram,Dessert Parlor,Ice Cream,2
No,No,3.5,12,Other,150,Desserts,Malleshwaram,Dessert Parlor,Desserts,1
No,No,4.1,96,Other,250,Desserts,Malleshwaram,Food Court,Beverages,2
No,No,3.8,51,Other,200,Desserts,Malleshwaram,Dessert Parlor,Ice Cream,3
Yes,No,3.3,10,Other,250,Desserts,Malleshwaram,Dessert Parlor,Desserts,2
Yes,No,3.7,4,Other,200,Desserts,Malleshwaram,Takeaway,Bakery,1
No,No,3.4,17,Other,400,Desserts,Malleshwaram,Dessert Parlor,Desserts,1
Yes,No,3.9,130,Other,450,Desserts,Malleshwaram,Food Court,Bakery,3
Yes,No,3.0,38,Other,400,Desserts,Malleshwaram,Bakery,Bakery,1
Yes,No,4.3,722,Other,400,Desserts,Malleshwaram,Cafe,Cafe,2
No,No,4.3,90,Other,800,Desserts,Malleshwaram,Cafe,Cafe,3
Yes,No,4.4,403,Other,400,Desserts,Malleshwaram,Dessert Parlor,Ice Cream,2
No,No,3.9,32,Other,400,Desserts,Malleshwaram,Cafe,Continental,3
Yes,No,3.9,111,Other,400,Desserts,Malleshwaram,Dessert Parlor,Desserts,2
No,No,4.2,59,Other,1250,Desserts,Malleshwaram,Dessert Parlor,Desserts,3
Yes,No,3.1,27,Other,200,Desserts,Malleshwaram,Other,Other,2
No,No,3.6,25,Other,300,Desserts,Malleshwaram,Dessert Parlor,Desserts,1
No,No,3.4,8,Other,250,Desserts,Malleshwaram,Delivery,Desserts,1
No,No,3.2,33,Other,600,Desserts,Malleshwaram,Bakery,Bakery,2
No,No,3.6,9,Other,200,Desserts,Malleshwaram,Beverage Shop,Beverages,1
No,No,3.8,24,Other,400,Desserts,Malleshwaram,Cafe,Cafe,2
No,No,3.4,9,Other,500,Desserts,Malleshwaram,Bakery,Bakery,2
No,No,4.1,184,Other,800,Desserts,Malleshwaram,Casual Dining,Continental,4
No,No,4.8,1156,Other,200,Desserts,Malleshwaram,Bakery,Bakery,2
Yes,Yes,4.3,355,Other,600,Desserts,Malleshwaram,Casual Dining,Other,3
Yes,No,4.0,629,Other,450,Desserts,Malleshwaram,Dessert Parlor,Desserts,4
No,No,4.3,236,Other,500,Desserts,Malleshwaram,Dessert Parlor,Desserts,1
Yes,No,4.0,154,Other,500,Desserts,Malleshwaram,Dessert Parlor,Ice Cream,1
No,No,3.4,7,Other,400,Desserts,Malleshwaram,Cafe,Cafe,1
Yes,No,3.3,7,Other,200,Desserts,Malleshwaram,Dessert Parlor,Desserts,4
No,No,3.5,9,Other,150,Desserts,Malleshwaram,Other,Other,2
No,No,3.4,9,Other,350,Desserts,Malleshwaram,Dessert Parlor,Ice Cream,2
No,No,3.3,8,Other,100,Desserts,Malleshwaram,Dessert Parlor,Desserts,1
No,No,3.7,10,Other,300,Desserts,Malleshwaram,Quick Bites,Fast Food,1
No,No,3.0,28,Other,300,Desserts,Malleshwaram,Dessert Parlor,Desserts,1
No,No,3.4,9,Other,150,Desserts,Malleshwaram,Other,Other,2
No,No,3.6,15,Other,100,Desserts,Malleshwaram,Other,Other,2
No,No,3.5,13,Other,300,Desserts,Malleshwaram,Bakery,Bakery,1
No,No,3.6,12,Other,500,Desserts,Malleshwaram,Bakery,Bakery,2
Yes,No,3.9,35,Other,500,Desserts,Malleshwaram,Delivery,Bakery,2
Yes,No,3.6,24,Other,250,Desserts,Malleshwaram,Other,Other,2
No,Yes,4.3,1143,Other,1100,Dine-out,Malleshwaram,Casual Dining,North Indian,2
No,No,3.3,4,Other,1500,Dine-out,Malleshwaram,Casual Dining,Continental,2
No,Yes,4.1,4767,Other,2600,Dine-out,Malleshwaram,Other,Other,4
Yes,Yes,4.9,1940,Other,2000,Dine-out,Malleshwaram,Casual Dining,North Indian,2
No,No,4.3,2316,Other,1800,Dine-out,Malleshwaram,Other,Other,6
No,Yes,4.3,950,Other,2000,Dine-out,Malleshwaram,Other,North Indian,2
No,Yes,4.7,1316,Other,1300,Dine-out,Malleshwaram,Casual Dining,Other,1
No,Yes,4.2,563,Other,2500,Dine-out,Malleshwaram,Other,Other,3
Yes,Yes,4.1,469,Other,1200,Dine-out,Malleshwaram,Casual Dining,North Indian,3
Yes,Yes,4.5,1150,Other,1700,Dine-out,Malleshwaram,Casual Dining,Chinese,1
Yes,Yes,4.8,6433,Other,1400,Dine-out,Malleshwaram,Casual Dining,Other,5
Yes,No,4.1,935,Other,700,Dine-out,Malleshwaram,Casual Dining,Other,2
Yes,No,4.5,785,Other,1000,Dine-out,Malleshwaram,Casual Dining,Other,4
Yes,No,4.2,1731,Other,1400,Dine-out,Malleshwaram,Pub,Chinese,3
Yes,Yes,4.3,1099,Other,1500,Dine-out,Malleshwaram,Casual Dining,Other,3
No,No,4.1,213,Other,800,Dine-out,Malleshwaram,Casual Dining,Biryani,3
Yes,Yes,4.0,610,Other,1000,Dine-out,Malleshwaram,Casual Dining,North Indian,1
No,No,4.0,775,Other,1400,Dine-out,Malleshwaram,Other,Other,3
No,Yes,4.0,1070,Other,950,Dine-out,Malleshwaram,Casual Dining,North Indian,2
Yes,No,4.0,69,Other,500,Dine-out,Malleshwaram,Cafe,Cafe,1
Yes,No,4.1,272,Other,600,Dine-out,Malleshwaram,Cafe,Cafe,3
Yes,Yes,4.1,662,Other,1100,Dine-out,Malleshwaram,Bar,Other,3
No,Yes,4.0,568,Other,1000,Dine-out,Malleshwaram,Casual Dining,North Indian,2
No,No,4.2,485,Other,1500,Dine-out,Malleshwaram,Casual Dining,North Indian,2
No,No,4.2,608,Other,500,Dine-out,Malleshwaram,Casual Dining,Chinese,5
Yes,No,4.1,444,Other,600,Dine-out,Malleshwaram,Casual Dining,Chinese,4
Yes,No,4.1,308,Other,1200,Dine-out,Malleshwaram,Casual Dining,Other,4
Yes,No,4.3,127,Other,100,Dine-out,Malleshwaram,Quick Bites,South Indian,1
No,No,4.1,730,Other,1500,Dine-out,Malleshwaram,Pub,Other,3
No,No,3.8,31,Other,600,Dine-out,Malleshwaram,Cafe,Cafe,1
Yes,No,3.8,323,Other,650,Dine-out,Malleshwaram,Casual Dining,North Indian,3
No,No,3.8,409,Other,700,Dine-out,Malleshwaram,Casual Dining,North Indian,3
No,No,3.9,115,Other,500,Dine-out,Malleshwaram,Casual Dining,Chinese,2
Yes,No,4.2,504,Other,500,Dine-out,Malleshwaram,Cafe,Cafe,3
No,Yes,4.2,244,Other,2500,Dine-out,Malleshwaram,Other,Other,3
No,Yes,4.1,401,Other,1500,Dine-out,Malleshwaram,Other,Continental,2
Yes,No,4.2,287,Other,700,Dine-out,Malleshwaram,Cafe,Desserts,3
No,No,4.1,1187,Other,1500,Dine-out,Malleshwaram,Casual Dining,Other,3
Yes,No,3.9,81,Other,600,Dine-out,Malleshwaram,Casual Dining,South Indian,4
Yes,No,2.7,82,Other,400,Dine-out,Malleshwaram,Casual Dining,South Indian,5
No,Yes,3.7,96,Other,1100,Dine-out,Malleshwaram,Bar,Other,3
Yes,No,2.8,340,Other,750,Dine-out,Malleshwaram,Casual Dining,Other,2
No,No,3.9,18,Other,200,Dine-out,Malleshwaram,Cafe,Cafe,1
Yes,Yes,4.2,166,Other,1100,Dine-out,Malleshwaram,Casual Dining,North Indian,3
No,No,3.9,39,Other,400,Dine-out,Malleshwaram,Quick Bites,Other,4
Yes,No,3.8,86,Other,600,Dine-out,Malleshwaram,Casual Dining,Other,4
Yes,No,3.8,21,Other,400,Dine-out,Malleshwaram,Casual Dining,Fast Food,2
Yes,No,4.1,327,Other,150,Dine-out,Malleshwaram,Other,South Indian,1
No,No,2.9,86,Other,450,Dine-out,Malleshwaram,Casual Dining,Chinese,2
No,Yes,3.7,77,Other,2000,Dine-out,Malleshwaram,Bar,Continental,1
Yes,No,3.7,136,Other,450,Dine-out,Malleshwaram,Casual Dining,North Indian,5
No,No,3.5,17,Other,300,Dine-out,Malleshwaram,Beverage Shop,Beverages,2
Yes,No,3.9,250,Other,400,Dine-out,Malleshwaram,Cafe,Cafe,2
Yes,No,3.8,46,Other,700,Dine-out,Malleshwaram,Casual Dining,North Indian,3
Yes,No,3.7,98,Other,550,Dine-out,Malleshwaram,Casual Dining,North Indian,4
Yes,No,3.9,72,Other,500,Dine-out,Malleshwaram,Cafe,Cafe,4
Yes,No,3.2,9,Other,500,Dine-out,Malleshwaram,Beverage Shop,Cafe,3
No,No,3.1,10,Other,400,Dine-out,Malleshwaram,Quick Bites,South Indian,2
No,No,3.7,175,Other,600,Dine-out,Malleshwaram,Casual Dining,Chinese,2
Yes,No,2.7,61,Other,800,Dine-out,Malleshwaram,Casual Dining,North Indian,4
No,No,3.5,7,Other,1000,Dine-out,Malleshwaram,Cafe,Cafe,1
No,No,2.8,81,Other,600,Dine-out,Malleshwaram,Casual Dining,South Indian,4
No,No,3.9,282,Other,250,Dine-out,Malleshwaram,Quick Bites,South Indian,1
No,No,3.3,6,Other,700,Dine-out,Malleshwaram,Casual Dining,North Indian,5
No,No,3.3,13,Other,200,Dine-out,Malleshwaram,Other,South Indian,1
No,No,2.7,20,Other,900,Dine-out,Malleshwaram,Cafe,Cafe,2
Yes,No,4.7,4408,Other,150,Dine-out,Malleshwaram,Quick Bites,South Indian,1
Yes,No,4.0,1192,Other,250,Dine-out,Malleshwaram,Quick Bites,South Indian,3
No,No,4.3,354,Other,300,Dine-out,Malleshwaram,Quick Bites,South Indian,2
Yes,No,4.1,133,Other,250,Dine-out,Malleshwaram,Quick Bites,South Indian,2
Yes,No,4.0,71,Other,300,Dine-out,Malleshwaram,Quick Bites,South Indian,2
No,No,3.8,76,Other,200,Dine-out,Malleshwaram,Quick Bites,South Indian,1
No,No,4.2,600,Other,200,Dine-out,Malleshwaram,Quick Bites,South Indian,3
Yes,No,4.0,340,Other,350,Dine-out,Malleshwaram,Quick Bites,Chinese,3
No,No,4.1,748,Other,150,Dine-out,Malleshwaram,Quick Bites,South Indian,1
Yes,No,4.0,172,Other,300,Dine-out,Malleshwaram,Quick Bites,South Indian,2
Yes,No,4.0,192,Other,400,Dine-out,Malleshwaram,Quick Bites,Other,2
No,No,3.9,59,Other,200,Dine-out,Malleshwaram,Quick Bites,Fast Food,2
No,No,4.1,534,Other,800,Dine-out,Malleshwaram,Quick Bites,South Indian,3
No,No,4.2,124,Other,400,Dine-out,Malleshwaram,Food Court,Other,2
Yes,No,3.5,250,Other,300,Dine-out,Malleshwaram,Quick Bites,North Indian,3
No,No,4.2,62,Other,350,Dine-out,Malleshwaram,Quick Bites,South Indian,2
No,No,4.0,212,Other,250,Dine-out,Malleshwaram,Quick Bites,North Indian,1
Yes,No,3.4,5,Other,150,Dine-out,Malleshwaram,Quick Bites,Chinese,2
Yes,No,3.2,8,Other,300,Dine-out,Malleshwaram,Quick Bites,Other,1
Yes,No,4.0,633,Other,600,Dine-out,Malleshwaram,Quick Bites,Other,3
Yes,No,4.0,377,Other,400,Dine-out,Malleshwaram,Quick Bites,Other,2
Yes,No,4.0,65,Other,150,Dine-out,Malleshwaram,Quick Bites,South Indian,2
No,No,3.1,116,Other,600,Dine-out,Malleshwaram,Food Court,North Indian,2
Yes,No,3.9,461,Other,200,Dine-out,Malleshwaram,Quick Bites,Chinese,3
Yes,No,4.0,151,Other,500,Dine-out,Malleshwaram,Quick Bites,Fast Food,5
No,No,4.2,61,Other,200,Dine-out,Malleshwaram,Quick Bites,Street Food,1
Yes,No,4.1,55,Other,100,Dine-out,Malleshwaram,Quick Bites,South Indian,1
Yes,No,3.9,33,Other,300,Dine-out,Malleshwaram,Quick Bites,South Indian,1
No,No,4.0,52,Other,250,Dine-out,Malleshwaram,Quick Bites,Fast Food,3
Yes,No,3.9,112,Other,200,Dine-out,Malleshwaram,Quick Bites,Street Food,2
Yes,No,3.7,136,Other,400,Dine-out,Malleshwaram,Quick Bites,North Indian,3
Yes,No,3.8,59,Other,300,Dine-out,Malleshwaram,Quick Bites,Andhra,2
Yes,No,3.0,81,Other,750,Dine-out,Malleshwaram,Quick Bites,North Indian,1
No,No,3.5,7,Other,200,Dine-out,Malleshwaram,Quick Bites,South Indian,1
No,No,2.9,57,Other,300,Dine-out,Malleshwaram,Quick Bites,North Indian,1
Yes,No,3.7,89,Other,500,Dine-out,Malleshwaram,Food Court,North Indian,4
Yes,No,4.0,58,Other,300,Dine-out,Malleshwaram,Food Court,North Indian,5
Yes,No,3.7,100,Other,400,Dine-out,Malleshwaram,Quick Bites,North Indian,2
